Unnamed: 0,Algorithm,ProofType,TotalCoinsMined,TotalCoinSupply,PC 1,PC 2,PC 3,class,CoinName
LTCR,QuBit,PoW/PoS,30227750.0,78835200.0,-0.35811325381478415,0.5941662379686006,-0.28266394202235967,0,
OS76,Scrypt,PoW,894026.0,2714286.0,-0.16476199083276316,-1.1020693179231238,-0.010986788738251955,1,
BIC,CryptoNight,PoW,9357088.0,25000000.0,0.29773869459528335,-2.2962572832891466,0.34211822707099304,1,
HXX,Lyra2RE,PoW,1876146.444,9999999.0,-0.15669497742446048,-2.2554889828115594,0.3466449210648874,1,
KED,Scrypt,PoW/PoS,23965372.0,500000000.0,-0.3184729395198963,1.0595504502679125,-0.4805700680763101,0,
IOP,SHA-256,PoW/PoS,2526078.475,21000000.0,-0.29949310121221817,0.7915597684507699,-0.3089953712600352,0,
KUSH,X11,PoW/PoS,5659096.957,9354000.0,-0.38545395809773975,1.269388617056444,-0.3927841600342946,0,
PRX,Scrypt,PoW/PoS,11821728.0,20000000.0,-0.32202898907122346,1.0597691419127444,-0.4805254299780087,0,
PAC,X11,PoW,536982074.0,100000000000.0,0.4884057749727489,-0.9387627369341064,0.06835442414253651,1,
IMPCH,Scrypt,PoW/PoS,308179.0,21933333.0,-0.32215606313906014,1.0597639073058585,-0.4805203732748168,0,
CTL,CryptoNight-V7,PoW,10969318.52,185000000.0,-0.16318720164830017,-2.2490311681229618,0.3224461260402229,1,
ZBC,Scrypt,PoS,2922613.964,55000000.0,-0.2946691007057881,0.8316055732848172,-0.2566423567430783,0,
FRST,Scrypt,PoW/PoS ,110000000.0,110000000.0,-0.26492100441226535,0.5409008172925163,-0.20950419936870465,0,
BVC,Scrypt,PoW,3115258.0,3360000.0,-0.16473024348500312,-1.1020687818768256,-0.010987847357179118,1,
FIND,X13,PoS,14524851.48,14524851.48,-0.2394990171810118,1.5016094832995945,-0.33072436095177166,0,
VLTC,X11,PoW,30385540.0,1000000000.0,-0.22059558599082707,-0.892905240619666,0.07665614882863082,1,
ZER,Equihash,PoW,6921653.9,17000000.0,-0.13864283592510415,-2.1480484879951756,0.3082873796772531,1,
CHAT,Scrypt,PoW/PoS,1000000000.0,1000000000.0,-0.3029875103751086,1.059685402513759,-0.4810528712435899,0,
CDN,Scrypt,PoW,99843408.32,100000000.0,-0.16286130493277215,-1.1020773100882384,-0.011039534202818033,1,
ZOI,Lyra2RE,PoW,18545757.5,21000000.0,-0.1564130355857245,-2.2554878224562347,0.3466364746826864,1,
RNS,Scrypt,PoS,36050365.0,34426423.0,-0.2944100351783123,0.8316276167804563,-0.25665568235686576,0,
DBIX,Dagger-Hashimoto,PoW,2232901.0,2232901.0,-0.1459322953494148,-2.236948129414791,0.26072440917309847,1,
XVP,X11,PoW/PoS,13162749.09,100000000.0,-0.384718695405458,1.26934927998187,-0.3927949494678029,0,
TAJ,Blake2S,PoW/PoS,12184195.93,36900000.0,-0.3917458912346651,1.9336828099383705,-0.5681376839050037,0,
IMX,X11,PoW/PoS,110630387.9,110000000.0,-0.38345577558204635,1.2693813294171128,-0.3928399067388463,0,
EB3,Scrypt,PoW,64096052.0,4000000000.0,-0.1356121534174762,-1.1039047925509624,-0.011341344103652902,1,
ATMOS,PoS,PoS,111135836.9,110290030.0,-0.3665056111832387,1.5402509279088377,-0.11893923185612001,0,
HPC,X11,PoW/PoS,21521322.01,100000000.0,-0.3846164786279533,1.2693524273454238,-0.392798734962077,0,
CXT,NIST5,PoW,10123200.0,48252000.0,-0.1855759235690415,-0.6241137914834823,0.005425587501181104,1,
MCRN,PoS,PoS,401421401.0,400000000.0,-0.3608990500305174,1.5402254790401246,-0.11909432106043408,0,
RAIN,X11,PoW/PoS,121665451.6,500000000.0,-0.38055219756282355,1.2692040823910116,-0.3928767043263139,0,
IMS,Scrypt,PoW/PoS,5368934.0,21212121.0,-0.32209929521565994,1.059766148358714,-0.4805226064217382,0,
ARGUS,Scrypt,PoW/PoS,1148324.0,28600000.0,-0.32209846200751735,1.0597611227641905,-0.48052129735490134,0,
LMC,Scrypt,PoW/PoS,500000.0,1000000000.0,-0.31521037067601027,1.0593090476141447,-0.4806002100581134,0,
PROC,SHA-256,PoS,100545745.0,75000000000.0,0.26120569025180546,0.5285774676283164,-0.09127152784725948,0,
XGR,X11,PoW/PoS,17171382.0,40000000.0,-0.38509561708904283,1.2693786974365995,-0.3927918726290383,0,
BENJI,Scrypt,PoW,20276099.15,35520400.0,-0.16429207562086692,-1.1020772789701523,-0.010998241594734209,1,
GRW,Scrypt,PoS,295135466.4,2000000000.0,-0.2772879798461562,0.8308109186883142,-0.25693328835562734,0,
ILC,SHA-256,PoW,1317747500.0,2500000000.0,-0.10828739525587504,-1.370940445989378,0.15973913051121677,1,
PHR,PoS,PoS,11390225.97,30000000.0,-0.36829538088859826,1.5402507149914662,-0.11888751158893596,0,
DEA,Scrypt,PoW/PoS,21358764.0,105000000.0,-0.32130894142972394,1.0597331966407328,-0.4805366799405783,0,
HTML5,X15,PoW/PoS,40659020000.0,90000000000.0,0.9050340050186746,1.8374943525371663,-0.5873096484502798,0,
USC,SHA-256,PoS,10343113.0,200084200.0,-0.27090593017674225,0.5633354757348449,-0.08513161694517128,0,
EQT,Scrypt,PoW,13673406.43,72000000.0,-0.1641138491854348,-1.1020967330660336,-0.01099822580207015,1,
QTUM,POS 3.0,PoS,100000000.0,100000000.0,-0.35164732530798126,1.447385194690735,-0.15442589973673634,0,
QRL,CryptoNight-V7,PoW,69036016.83,105000000.0,-0.1630450296644631,-2.24897209279573,0.32242635141624415,1,
ESP,536,PoW/PoS,22801882871.0,50000000000.0,0.6114952064747057,1.8570396039650483,-0.699591603644279,0,
DYN,Argon2d,PoW,19784224.65,0.0,-0.15965979284496626,-2.2280788786850794,0.2483939327909615,1,
NANO,Blake2b,PoW,133248297.0,340282367.0,-0.02211207075106521,-2.1645234378718743,0.3768714846674063,1,
CHAN,Cloverhash,PoW,18407259.09,30000000.0,-0.16130912447652457,-2.0808137055742915,0.3538663277816485,1,
DCY,CryptoNight,PoW,1809467143.0,2000000000.0,0.3337728239056004,-2.296498103506844,0.3411419413196505,1,
DNR,NIST5,PoW/PoS,4171382.0,10000000.0,-0.3434436061834875,1.537744144955483,-0.4641008807610501,0,
DP,X11,PoW,35138975.0,100000000.0,-0.22692660366970369,-0.8924848302754511,0.07672738054202091,1,
VUC,NIST5,PoW/PoS,62942075.0,120000000.0,-0.3419440050774759,1.537715109934399,-0.46413646649574436,0,
BTPL,Skein,PoW/PoS,6804362.0,100000000.0,-0.38375483196342774,1.9121783968866928,-0.5878858498384785,0,
UNIFY,Scrypt,PoW,18133195.0,19276800.0,-0.16443359531206495,-1.1020705304177676,-0.010995946624147945,1,
BRIT,X13,PoW/PoS,21268092.0,30000000.0,-0.26652694393635046,1.7297487624475893,-0.5546105734769172,0,
SOCC,Scrypt,PoW,5167775.0,75000000.0,-0.16419656718003187,-1.102101331205035,-0.010994618321766923,1,
ARC,X11,PoW,26042364.37,60000000.0,-0.2273218079946746,-0.8924696501878103,0.07673476181712376,1,
DAS,X11,PoW,2622886.0,18900000.0,-0.2278999752659643,-0.8924593516309669,0.07674871943399046,1,
LINDA,Scrypt,PoW/PoS,9044930943.0,50000000000.0,0.1432473233746733,1.0399231073613633,-0.4886916984790764,0,
XLC,CryptoNight,PoW,14161803.0,54000000.0,0.29800332385849887,-2.296268962988358,0.34211368646381424,1,
ONION,X13,PoW/PoS,21917018.05,18898187.62,-0.26659782058578607,1.7297541706250672,-0.5546099621444002,0,
BTX,Time Travel,PoW,17801865.16,21000000.0,-0.16813155102448388,-2.0629384212722766,0.4601835958739398,1,
GCN,Scrypt,PoW,163055000000.0,200000000000.0,3.2490138059811806,-1.1336979165487198,-0.10113941832023354,1,
SMART,Keccak,PoW,2241009149.0,5000000000.0,-0.11431090965753424,-1.2419234096255005,0.15283448289367954,1,
SIGT,SkunkHash v2 Raptor,PoS,107972766.0,137500000.0,-0.379336459884639,1.4873682255003788,-0.16892464986129607,0,
ONX,X11,PoW,122475638.4,1100000000.0,-0.21875951324194726,-0.8929170781076147,0.07660628853058579,1,
CRM,Skein,PoW/PoS,47331802.48,100000000.0,-0.38325922291556386,1.9121936572176526,-0.5879042042149181,0,
BCH,SHA-256,PoW,17995589.65,21000000.0,-0.14178057992691254,-1.3702767918655518,0.16052990556039923,1,
XMCC,X11,PoW/PoS,12569262.54,9507271.0,-0.3853683657781553,1.2693911477405748,-0.39278730206026286,0,
DFT,Scrypt,PoS,18663297.35,17405891.2,-0.29474349084031426,0.8316289866244587,-0.2566464201435001,0,
VET,VeChainThor Authority,Proof of Authority,55454734800.0,86712634466.0,4.571729654014491,3.1575390479068437,16.143773182993343,3,
SOJ,Scrypt,PoW,485214.0,10500000000.0,-0.09024620702750481,-1.1069521148439805,-0.011842534602521142,1,
STCN,PoS,PoS,4000000.0,61599965.0,-0.3681614259628269,1.5402332340387621,-0.11888674125497924,0,
NYC,Scrypt,PoW,143007000000.0,0.0,1.5840368048366333,-1.0482200827724601,-0.07575226372860691,1,
FRAZ,Scrypt,PoW,9704042.0,20000000.0,-0.16453154117676783,-1.1020740407425733,-0.010992188133539658,1,
KRONE,Scrypt,PoW,17453749.4,84000000.0,-0.16398243083568823,-1.1021008912099803,-0.01100091633243968,1,
ACC,Scrypt,PoW,32646731.06,100000000.0,-0.16368305140484193,-1.1021026125381876,-0.01100910165895746,1,
LINX,Scrypt,PoW,33716526.0,100000000.0,-0.16366996890949187,-1.1021022097142088,-0.01100958615585186,1,
XCXT,Scrypt,PoW/PoS,19539588.0,48252000.0,-0.3217340451225731,1.0597589070585143,-0.4805312289218593,0,
ETHD,Scrypt,PoW/PoS,4200000.0,4200000.0,-0.32223436002143124,1.0597736211180446,-0.48052068988627555,0,
SUMO,CryptoNight,PoW,8946653.0,88888888.0,0.29818722597075514,-2.296287154720496,0.3421132035595246,1,
ODN,SHA-512,PoS,25000000.0,91388946.0,-0.4339551837707043,1.5971888134429177,-0.1872638378282151,0,
ADA,Ouroboros,PoS,25927070538.0,45000000000.0,0.6432061716417258,1.4241694417092543,-0.24958296577216474,0,
REC,X11,PoW/PoS,7262402.043,27000000.0,-0.3853090814385631,1.269381013017996,-0.3927863249764761,0,
BTCZ,Equihash,PoW,5211553258.0,21000000000.0,0.07396389288188626,-2.155848623214094,0.30421934790317007,1,
TZC,NeoScrypt,PoW/PoS,182638400.0,400000000.0,-0.32941246687031434,0.5646197082990699,-0.24029365013366188,0,
ELM,X11,PoW,2702855669.0,1800000000.0,-0.182234774102457,-0.8922710473274462,0.07538058951395937,1,
TER,Scrypt,PoW/PoS,1140734.917,15733333.0,-0.3221898959596936,1.059767104629013,-0.48052024479152694,0,
VIVO,NeoScrypt,PoW,4165967.575,27000000.0,-0.17671960333339445,-1.5971163846032999,0.22934987438607,1,
RUP,Lyra2REv2,PoS,24000000.0,24000000.0,-0.32779841008328403,0.6632313946184141,-0.023336751735251654,0,
BTG,Equihash,PoW,17202361.09,21000000.0,-0.13848871720578004,-2.1480464774005137,0.3082823975188783,1,
WOMEN,Scrypt,PoW/PoS,48459472454.0,25000000000.0,0.44777044348133227,1.0663927302223495,-0.5045035988186243,0,
MAY,SHA-256,PoW/PoS,92050800.0,100000000.0,-0.29783748049649716,0.7915567327986607,-0.30904235742597236,0,
NAMO,NIST5,PoW/PoS,560563220.0,1200000000.0,-0.3281916318623685,1.5374001412135219,-0.46444989433874656,0,
LUX,PHI1612,PoW/PoS,8305775.318,60000000.0,-0.3801272080700351,1.8413208210340657,-0.43879087177820925,0,
PIRL,Dagger,PoW,33986980.0,156306732.7,-0.1503535051311367,-2.209495473410659,0.39556993375953203,1,
XIOS,Scrypt,PoW/PoS,2149688.0,21000000.0,-0.32214016915196203,1.0597650348382746,-0.4805211311690604,0,
BTDX,Quark,PoW/PoS,30711550.53,200000000.0,-0.38657887036833427,1.6834483596721068,-0.43236202714835315,0,
EBST,Scrypt,PoW,99990001.49,100000000.0,-0.16285951224859216,-1.1020772548895807,-0.01103960059305132,1,
KEK,POS 2.0,PoS,12330806.31,21000000.0,-0.3792251559992256,1.517947670417597,-0.1383847711906469,0,
BLHC,Scrypt,PoW/PoS,16362544.99,14788275.99,-0.3220104578374771,1.0597732758756608,-0.48052706150264657,0,
XIN,SHA-256,PoS,8999999990.0,9000000000.0,-0.09850057797079874,0.5626273308715884,-0.08992045166038955,0,
PURA,X11,PoW,175215859.0,350000000.0,-0.2234388438436087,-0.8925483687454284,0.0766435568748584,1,
INN,NeoScrypt,PoW,6375259.04,45000000.0,-0.17656480301745595,-1.5971239251191,0.22934740613559018,1,
ELLA,Ethash,PoW,12756367.0,280000000.0,-0.13798964508242395,-2.10650445312321,0.30798556025951535,1,
GBX,NeoScrypt,PoW,5832306.875,31800000.0,-0.17666515025975593,-1.5971179897971266,0.22934872833769337,1,
MAG,X11,PoW/PoS,38198594.83,144000000.0,-0.38410017436589033,1.269338241168938,-0.3928098755785755,0,
TAU,DPoS,DPoS,288090567.5,500000000.0,3.6771933047998733,1.826354432276823,-0.7053600149669131,0,
ECA,NIST5,PoW/PoS,28399150208.0,30000000000.0,0.21669846065644954,1.5344867159764632,-0.47940594953208965,0,
BCD,X13,PoW/PoS,183534024.9,210000000.0,-0.26326476847078717,1.7297261384823963,-0.554698738607643,0,
XSH,Multiple,PoW,481730566.6,660000000.0,-0.11739872528089663,-1.8481025480284277,0.284240917616236,1,
CNBC,Scrypt,PoW/PoS,110976977.3,210000000.0,-0.31946760203854696,1.0597181027120484,-0.48058582844402603,0,
XUN,CryptoNight,PoW,19281821413.0,85000000000.0,1.1366631673199525,-2.3285251178997703,0.3264612479053453,1,
COAL,CryptoNight,PoW,4500000.0,12500000.0,0.29759055923142524,-2.2962532980192605,0.34212144601502464,1,
DAXX,Ethash,PoW,520891780.0,10000000000.0,-0.0627728789187912,-2.110834219287243,0.3069628795757419,1,
BWK,NIST5,PoS,13247178.88,27716121.0,-0.31598660225132374,1.309595383974806,-0.24022453884250589,0,
KLKS,Quark,PoS,16955764.9,20000000.0,-0.36080467042055986,1.4553829660767732,-0.208459223648783,0,
AC3,X11,PoW,80316207.0,550000000.0,-0.22317955878074583,-0.8926771293326107,0.07667022808987355,1,
LTHN,CryptoNight-V7,PoW,441250233.4,999481516.0,-0.15214326008657256,-2.249247991711239,0.32218484568471306,1,
GER,Scrypt,PoW/PoS,4911500269.0,50000000000.0,0.09269970387315904,1.038366692267441,-0.4868197188602904,0,
LTCU,Scrypt,PoW/PoS,8419402.321,150000000.0,-0.32114771919169083,1.059707393388917,-0.4805344890880079,0,
POP,Scrypt,PoW,3964201249.0,4999999999.0,-0.0808188127258168,-1.1029013684279692,-0.013189191817223425,1,
PNX,X11,PoW/PoS,45174214.11,50000000.0,-0.38468218063543913,1.2693845903732404,-0.39280537014845596,0,
PHO,BLAKE256,PoW,30089671531.0,90000000000.0,1.0971368097733247,-1.2129303004574379,0.05067446620539011,1,
SUCR,X11,PoW,4229040.504,19800000.0,-0.2278739444957132,-0.8924591654649277,0.07674791864199976,1,
SPK,NeoScrypt,PoW,7847417.334,21000000.0,-0.17671717729254494,-1.5971122075753945,0.22934869633291846,1,
WAGE,Quark,PoS,27299680.0,120000000.0,-0.3599682696862954,1.4553403476217317,-0.2084720621116701,0,
GUN,NeoScrypt,PoW,299797953.0,500000000.0,-0.16974647537001578,-1.597225074712059,0.22917741869310823,1,
IRL,Scrypt,PoW,45483049.34,64000000.0,-0.16378164228484715,-1.1020810342913672,-0.011011979689300023,1,
TROLL,Scrypt,PoW/PoS,591022748.0,900000000.0,-0.3086987881360976,1.059577918307979,-0.48085949667379757,0,
LCP,Scrypt,PoW/PoS,2504486.228,4000000.0,-0.32225651422711665,1.0597730757106825,-0.4805199057013993,0,
MONK,X11,PoS,4407252.0,21000000.0,-0.3581663427453263,1.0412387906915481,-0.1689026459070723,0,
PCOIN,X11,PoW,8478104.34,23000000.0,-0.2277992658329555,-0.8924590539372963,0.07674573337093789,1,
UBTC,SHA-256,PoW,20166000.0,20166000.0,-0.14175995864330798,-1.3702755866907195,0.16052899061135792,1,
ITZ,C11,PoW,11916588.09,23000000.0,-0.1892751425289808,-1.2292734375145027,0.10958510057566286,1,
TPAY,POS 3.0,PoS,20445861.53,25000000.0,-0.3531526198046058,1.44739012416238,-0.15438375527778975,0,
MCT,Ethash,PoS,1618033.0,1618033.0,-0.2704052001637781,-0.17268071509618316,0.06236291747695667,1,
MBC,Scrypt,PoW and PoS,9399342.528,30000000.0,-0.29696859477918075,0.42381688609078133,-0.33902401975043833,0,
TRTL,CryptoNight,PoW,53139835214.0,1000000000000.0,8.046345068717885,-2.741373592584166,0.23651981224931995,1,
MUN,SkunkHash,PoW,4818338.989,16600000.0,-0.14664727447410272,-2.3116049866248054,0.3060322405763846,1,
USX,Scrypt,PoW/PoS,234846265.8,232000000.0,-0.3177966284758318,1.0597545119019145,-0.4806437211554103,0,
NBR,CryptoNight,PoW,133932467.8,336000000.0,0.3014699291242856,-2.296355031909912,0.3420364500059802,1,
SSS,Scrypt,PoW,10000000000.0,10000000000.0,0.02848808089920857,-1.1029542989078223,-0.01633042198951143,1,
TRF,Dagger,PoW,107325266.0,100000000.0,-0.14985637753627387,-2.2094416682121585,0.3955413109132694,1,
KREDS,Lyra2REv2,PoW,643795911.5,1100000000.0,-0.1822772644825815,-1.2707341567058001,0.22194520112796506,1,
TOKC,X13,PoS,230298925.0,800000000.0,-0.23128419210188358,1.5013253804685927,-0.33088612868204464,0,
BBP,Proof-of-BibleHash,POBh,1772091550.0,5200000000.0,-0.1929603693641044,3.0588605538944345,18.382647971190323,3,
LCC,SHA-256 + Hive,PoW + Hive,638382332.2,840000000.0,-0.6245440553586311,2.504789230840042,1.492223760057015,0,
FLIP,Scrypt,PoW,12446100.0,40000000.0,-0.16435602756715897,-1.1020823109164855,-0.010995060744026612,1,
LOT,Scrypt,PoW,14491014421.0,18406979840.0,0.14309017489133077,-1.1051736090491757,-0.01904983785093877,1,
CIF,X11,PoW,211297638.5,500000000.0,-0.22193274278584485,-0.8926045524762072,0.07661498513573041,1,
SPD,C11,PoW/PoS,11251342.19,19340594.0,-0.34683260114305886,0.9325703993604371,-0.3599465825315698,0,
POA,Proof-of-Authority,PoA,204479039.0,252460800.0,-0.5952020620507009,2.6762273568483868,7.188743601689438,0,
PUSHI,X11,PoW/PoS,2167827.1,25000000.0,-0.3853855809722439,1.269380024958304,-0.39278385462987353,0,
ELP,XEVAN,PoW/PoS,419275.38,60000000.0,-0.27400160811545976,1.612951757153425,-0.36246734821243287,0,
VLX,Scrypt,PoS,25570013.13,124000000.0,-0.2939023116048335,0.8315820067722299,-0.256658239613869,0,
ONT,VBFT,PoS,650848625.0,1000000000.0,-0.34682585910994973,1.56420369463963,-0.11411377938024501,0,
CLO,Ethash,PoW,247612453.0,6500000000.0,-0.09096148892414047,-2.109309152254387,0.30737202851177453,1,
TUBE,CryptoNight,PoW,80049082.91,1000000000.0,0.3055247614773925,-2.296684170211158,0.34200671168193486,1,
PSD,Scrypt,PoW,4070212.149,21000000.0,-0.1645933380874043,-1.1020766272565878,-0.010989718180011848,1,
ADK,IMesh,PoW,25000000.0,25000000.0,-0.17734465797796592,-2.240511275322807,0.26704762144242367,1,
BSX,NIST5,PoW/PoS,13787854.63,50000000.0,-0.3430420444792251,1.5377291606183285,-0.4641084974752217,0,
BRIA,Scrypt,PoW/PoS,845637.8135,3000000.0,-0.3222838992951282,1.0597729162164966,-0.4805190728911566,0,
IC,Scrypt,PoW/PoS,1182153.5,5000000.0,-0.32226558594813615,1.0597721126614674,-0.480519388371582,0,
BTL,Equihash,PoW,71355477.0,70000000.0,-0.13747862654053475,-2.14804887797348,0.30825387686506217,1,
MEDIC,Scrypt,PoS,267297676.3,500000000.0,-0.2882769863388669,0.8314981373430943,-0.2567983734893669,0,
ALPS,Lyra2Z,PoW,27340501.65,300000000.0,-0.14525308665044692,-2.2753540022832315,0.3672241202952607,1,
BITG,Green Protocol,PoS,9803691.362,21000000.0,-0.35782595609222595,1.3841863612897154,-0.14645339580257785,0,
DEV,PoS,PoS,21876586.85,88000000.0,-0.36775539839654475,1.540227685795377,-0.11889698995444044,0,
ABJ,Scrypt,PoW/PoS,9880502.372,30000000.0,-0.32198173774475725,1.059763759618927,-0.48052536620410635,0,
SEM,Semux BFT consensus,DPoS,1231147.0,100000000.0,3.8757621744741515,1.923617255648574,-0.6572126469069263,0,
FTO,X11,PoW,31801461.19,100000000.0,-0.22696741804194176,-0.8924860869934848,0.07672889206073807,1,
CARE,Quark,PoW/PoS,139739596.5,200000000.0,-0.3852455691429499,1.683489413438286,-0.4324114046016181,0,
NZL,PoS,PoS,11075254.09,80000000.0,-0.36794428004313,1.5402273396981372,-0.11889144585791725,0,
XMC,CryptoNight,PoW,16016864.0,18400000.0,0.2977732830811018,-2.2962517057125207,0.3421157490937207,1,
PROTON,X16R,PoS,4403800.0,45000000.0,-0.3319229198062461,0.6787439371299849,-0.08654731979175852,0,
DEAL,Scrypt,PoW/PoS,1404157529.0,5121951220.0,-0.2687831297285772,1.0579203262046968,-0.481572006153985,0,
JUMP,NIST5,PoW,21069346.25,21000000.0,-0.1856355268032391,-0.6240969939590074,0.005422852209170973,1,
INFX,Lyra2RE,PoW,5097689.711,26280000.0,-0.15654000867008258,-2.255495342141088,0.34664213462391175,1,
XBI,XEVAN,PoS/PoW,10904963.09,21000000.0,-0.22948041542141634,1.3998518026706241,-0.08760747285810334,0,
KEC,Tribus,PoW,795447.0,18000000.0,-0.1923554743212253,-2.2515545191433644,0.2769508716572692,1,
HWC,Scrypt,PoS,38706809.47,26000000.0,-0.29443736920574104,0.8316325364611064,-0.2566561983513539,0,
GIN,Lyra2Z,PoW,6986399.704,10500000.0,-0.14755717216985012,-2.275227010229909,0.36725694375900814,1,
PLTC,CryptoNight,PoW,84300.0,600000518.0,0.3017072568113662,-2.296528227102493,0.342075542027456,1,
LOKI,CryptoNight Heavy,PoW,19153632.0,150000000.0,0.589095728594024,-2.1454475993391213,0.37197810189992087,1,
NCP,CryptoNight,PoW,41294520017.0,184000000000.0,2.108662108292076,-2.3662846383406317,0.3084196756374832,1,
SIC,Scrypt,PoW/PoS,10200000000.0,10200000000.0,-0.12516965865170246,1.0588703682102611,-0.4859695899494462,0,
XT3,Scrypt,PoS,7630000.015,44000000.0,-0.294689623778754,0.831612462291309,-0.2566435917384999,0,
MGD,Jump Consistent Hash,PoW,135862416.0,168000000.0,-0.1664314537393891,-2.2618256630204048,0.491385314241002,1,
VIG,SHA-256D,PoW/PoS,33238183.72,100000000.0,-0.31621554229232646,1.8495932889099183,-0.6057188484381243,0,
PLURA,CryptoNight,PoW,560085952.4,1000000000.0,0.31139512025183824,-2.296503415606027,0.3417893089221393,1,
EMAR,Scrypt,PoW/PoS,21599339.67,84000000.0,-0.3214550795399527,1.059743055038843,-0.48053507658966593,0,
DKD,X15,PoS,30284196.37,90000000.0,-0.20286934907107357,1.6358721264990421,-0.3376963897524325,0,
LYNX,Scrypt,HPoW,77872059788.0,92000000000.0,2.2496039323277324,0.486722049985883,-0.4287271888026639,0,
POSQ,Quark,PoS,2716264.953,650000000.0,-0.3565064017854551,1.4550845699607986,-0.20850414389511826,0,
BWS,SHA-256,PoS,57811001.0,100262205.0,-0.27103408816157765,0.5633997800334068,-0.0851449752469632,0,
MUSE,DPoS,PoS,18194936.0,18081806.0,0.9831541919516483,1.6440357993400327,-0.4159629230644557,0,
XMN,X16R,PoW,8125865.021,22075700.0,-0.2017370471212496,-1.2549424456965663,0.15910324973318823,1,
PLUS1,HMQ1725,PoW,8645406.168,21000000.0,-0.1541234288249143,-2.2827748391231086,0.3129954065256697,1,
AXE,X11,PoW,4993030.697,21000000.0,-0.227856082815817,-0.8924594359502651,0.07674747479431186,1,
TRVC,X16R,PoW/PoS,36923120.62,82546564.0,-0.35847894538904923,0.906882655922325,-0.31044700565078504,0,
DTEM,Quark,PoS,7082392.247,21000000.0,-0.36091831259323615,1.4553787831918679,-0.20845483365876613,0,
GIC,Quark,PoW/PoS,5919489.768,5151000.0,-0.38826529514912833,1.6835296552577048,-0.4323349114712001,0,
PNY,Scrypt,PoS,1042012.452,16880000000.0,-0.1752505389944829,0.8237789880238636,-0.2580133872254093,0,
ABS,Lyra2REv2,PoW/PoS,13332617.94,52500000.0,-0.35494678679779085,0.8913580596159733,-0.24721614122928098,0,
VITAE,Quark,PoS,66053877.63,100000000.0,-0.3596363266319961,1.4553642429273315,-0.20848798264201912,0,
HEX,Scrypt,PoW,1416663.066,22105263.0,-0.1646179419520961,-1.102078140527616,-0.010988606541743075,1,
TPC,Scrypt,PoW/PoS,5403802.496,1000000000.0,-0.31515040219891993,1.0593108941074876,-0.48060243092960075,0,
WEBC,CryptoNight-V7,PoW,15580199.31,1750000000.0,-0.15202079802671017,-2.249757366412494,0.32231643036325086,1,
RYO,Cryptonight-GPU,PoW,4890897.0,88188888.0,-0.13030711157035985,-2.2255429885598645,0.4569384916722533,1,
URALS,XEVAN,PoW,14746153.1,210000000.0,-0.11523820217992631,-0.5489550034921743,0.10704621534500929,1,
QWC,CryptoNight Heavy,PoW,99553110529.0,184470000000.0,3.1147913483117935,-2.193702239971792,0.31187126153783296,1,
ARE,X11,PoS,19269509.94,55000000.0,-0.3577432247802009,1.0412285724221675,-0.16891214914261451,0,
EUNO,X11,PoW/PoS,30771125.98,50000000.0,-0.3848583156370547,1.2693791669887617,-0.3927988471680183,0,
MMO,Scrypt,PoS,107763867.9,260000000.0,-0.29193169387717777,0.8315496981024925,-0.25670655340500964,0,
KETAN,PoS,PoS,9327131.597,210000000.0,-0.36704278095454096,1.5401662140532226,-0.11890125413607534,0,
PPAI,SHA-256,PoW,2100000000.0,2100000000.0,-0.10156087018447123,-1.3704598406098043,0.1594174733577844,1,
XDNA,Keccak,PoW/PoS,4672513.844,366000000.0,-0.3320793686331809,0.921232328631527,-0.3153071421190369,0,
PAXEX,X11,PoS,4504639.0,100000000.0,-0.35760432664889613,1.0412020817873053,-0.16890913153948267,0,
AZART,X11,PoW,5015881.373,25000000.0,-0.22782740716518454,-0.8924612878814245,0.07674713829225528,1,
TSC,Scrypt,PoW/PoS,1059954080.0,18000000000.0,-0.18157043970228584,1.0518007022550087,-0.4824661750937134,0,
KCASH,SHA-512,Zero-Knowledge Proof,1000000000.0,1000000000.0,-0.5759558202798467,1.8724185179357198,-0.21673118017064158,0,
XCG,X16R,PoW,9753753.615,100000000.0,-0.20116395101026563,-1.2549780779563964,0.159096158666307,1,
AAC,ECC 256K1,DPOS,1000000000.0,1000000000.0,-0.46658210925203714,2.9965535272640578,10.832372224326225,3,
CRYP,Equihash,PoW,4235111504.0,7600000000.0,-0.033104293187468575,-2.1499835020133817,0.3057541797420538,1,
BTXC,XEVAN,PoS,6787405.18,50000000.0,-0.2467744743758495,1.3848148683254433,-0.13858752009910313,0,
ACM,Lyra2Z,PoW,13634850.0,84000000.0,-0.14695408807468763,-2.2752586941397923,0.36724793969181546,1,
BSV,SHA-256,PoW,17992514.65,21000000.0,-0.14178061753101015,-1.3702767930234219,0.160529906953029,1,
BITM,XEVAN,Pos,208515864.4,70000000000.0,0.6175528834219784,1.5269406415237705,-0.027632108482334376,0,
JMC,X11,PoS,17209923728.0,0.0,-0.14790959564474557,1.0477271782385307,-0.1766930991699541,0,
FRED,CryptoNight,PoW,1867054873.0,8080000000.0,0.37763930244738486,-2.2993044330870505,0.3406201075817863,1,
HERB,Quark,PoW/PoS,35312185.74,54000000.0,-0.38755907099199083,1.6835180015529063,-0.432352206124844,0,
UMO,Blake,PoW,1578281.313,105120001.4,-0.1470657539113107,-2.183278161568686,0.3545057245189595,1,
